Id,SalePrice
2591,218121.86817589673
1476,204242.82193306173
1125,245425.35454698553
1446,150801.69105081612
408,111635.01370161353
1101,280215.92230129516
2251,193693.70180428724
373,176622.25200477242
2554,138113.11324671676
2382,252398.6322680764
1985,93390.40563847494
519,234071.45230592875
1093,194967.05616663085
864,238818.73234472747
2889,156005.9316588987
2308,195811.10412015184
986,707286.9587833051
1302,135813.81471314345
585,153783.8961191635
2708,135282.64863536856
147,137387.5639662796
1441,224545.48579427856
383,195075.08043498153
285,142294.0864294032
181,110810.14169315023
358,203314.76609178697
780,192080.07687058178
258,188173.04878987253
1865,214181.75606514871
692,104309.57594383614
2902,343199.4596952489
508,246439.73593093973
2638,142862.2622926435
36,140053.7871958427
611,168532.22244175174
2281,162490.18873537576
1678,116642.4540675662
1696,510321.9091741103
1557,75992.41252978913
2180,159736.10966281884
1726,215284.95070393084
951,147254.58358881663
267,223899.61875798
2706,140057.44603178784
2221,282534.26458296424
1357,203683.472924088
2901,319790.2437021161
347,193595.69262292274
2164,186405.91029752928
1586,315180.15452492033
360,152591.4850574428
1769,251859.23958004612
2617,146952.2202531936
1879,158877.38676362255
991,238705.98245679238
1535,132264.93815816232
1191,160326.5260410002
1579,217898.34154350485
1882,2714606.942831523
1510,136675.7143062055
2196,198101.42748750118
1845,180376.00278215192
2336,415885.87905710493
942,94596.98199883704
861,127168.90758677675
2555,123493.81761503694
1392,169881.0187115449
2099,243367.14021469644
1543,115369.34252902665
948,277975.53843236685
1239,184239.02897809885
22,182663.8490165659
2796,226670.41854176475
2747,180886.2342984013
92,271196.2263073009
210,182495.4170861161
1858,192084.44799036923
2228,145614.2257116455
447,216891.5406858414
827,246024.3148068421
1649,191396.27958655183
682,123730.94436841644
2698,102927.99457091065
494,164629.06477568712
214,92669.4181050061
2441,242666.3246766099
2679,126254.93131336264
1336,123150.24600502121
465,175764.8697847284
1524,158537.24239103467
2543,121992.99476318258
631,146604.43331146252
2452,309290.2395061441
228,152968.6343971084
126,182947.83004136916
1092,234321.9847170686
1122,214789.618611843
932,238607.92074897705
1980,103463.36530942931
2171,112970.45169912402
551,162103.21934244467
2768,159554.8398086416
2056,115263.17957793828
1159,359368.7895160254
2645,120814.431134032
1174,171328.9337532719
2266,206549.33039348875
2462,469692.9092840797
1219,144144.09321283587
2922,194321.07159201615
118,148538.4114858824
474,167760.02842784533
2576,150780.67613815272
872,289326.20301729464
1077,196103.2691410114
1536,153224.7023865646
1150,143706.623905453
2341,333336.21120004734
1931,153968.7444472875
2785,134069.48243958064
2538,126676.95380409347
597,199129.2428806131
464,173177.02323029187
233,235289.01144618116
2169,151550.34078148063
2123,174065.18457828803
1867,180730.26374879372
137,260926.61607818198
515,252546.634663859
933,108089.27348208983
2784,160682.43094415104
972,164296.12697601906
599,169260.52306005126
2614,128271.32812945047
2582,145846.5702917504
1409,175191.583842043
175,108244.79208732702
352,214246.2347183955
976,93752.46466371918
2134,189051.82321631437
984,110871.0108160238
2396,347448.77898599004
1673,135197.3976236171
404,117211.37811005684
607,159639.38568605942
814,159546.0870590363
868,183756.59391381015
2271,187126.52411010393
1633,223816.83718988212
337,234977.70894691983
2765,188768.945098442
1746,251043.61957577275
368,342844.2816444958
2806,197803.35115608634
1662,190515.3083656788
1234,219001.40697468576
1373,132592.509214882
1672,115372.95236546546
1939,128561.56940455044
